c1, c2, result
64, 97, 25
64, 97, 27
64, 97, 29
64, 97, 31
64, 97, 52
64, 97, 54
64, 97, 56
64, 97, 58
64, 97, 60
64, 97, 62
64, 97, 85
64, 97, 87
64, 97, 89
64, 97, 91
64, 97, 93
64, 97, 95
64, 99, 5
64, 99, 11
64, 99, 17
64, 99, 23
64, 99, 28
64, 99, 29
64, 99, 34
64, 99, 40
64, 99, 46
64, 99, 52
64, 99, 58
64, 99, 63
64, 99, 69
64, 99, 75
64, 99, 81
64, 99, 87
64, 99, 92
64, 99, 93
64, 99, 98
65, 1, 0
65, 2, 0
65, 2, 1
65, 3, 0
65, 3, 1
65, 3, 2
65, 4, 0
65, 4, 1
65, 4, 2
65, 4, 3
65, 6, 0
65, 6, 1
65, 6, 2
65, 6, 3
65, 6, 4
65, 6, 5
65, 7, 0
65, 7, 1
65, 7, 2
65, 7, 3
65, 7, 4
65, 7, 5
65, 7, 6
65, 8, 0
65, 8, 1
65, 8, 2
65, 8, 3
65, 8, 4
65, 8, 5
65, 8, 6
65, 8, 7
65, 9, 0
65, 9, 1
65, 9, 2
65, 9, 3
65, 9, 4
65, 9, 5
65, 9, 6
65, 9, 7
65, 9, 8
65, 11, 0
65, 11, 1
65, 11, 2
65, 11, 3
65, 11, 4
65, 11, 5
65, 11, 6
65, 11, 7
65, 11, 8
65, 11, 9
65, 11, 10
65, 12, 0
65, 12, 1
65, 12, 2
65, 12, 3
65, 12, 4
65, 12, 5
65, 12, 6
65, 12, 7
65, 12, 8
65, 12, 9
65, 12, 10
65, 12, 11
65, 14, 0
65, 14, 1
65, 14, 2
65, 14, 3
65, 14, 4
65, 14, 5
65, 14, 6
65, 14, 7
65, 14, 8
65, 14, 9
65, 14, 10
65, 14, 11
65, 14, 12
65, 14, 13
65, 16, 0
65, 16, 1
65, 16, 2
65, 16, 3
65, 16, 4
65, 16, 5
65, 16, 6
65, 16, 7
65, 16, 8
65, 16, 9
65, 16, 10
65, 16, 11
65, 16, 12
65, 16, 13
65, 16, 14
65, 16, 15
65, 17, 0
65, 17, 1
65, 17, 2
65, 17, 3
65, 17, 4
65, 17, 5
65, 17, 6
65, 17, 7
65, 17, 8
65, 17, 9
65, 17, 10
65, 17, 11
65, 17, 12
65, 17, 13
65, 17, 14
65, 17, 15
65, 17, 16
65, 18, 0
65, 18, 1
65, 18, 2
65, 18, 3
65, 18, 4
65, 18, 5
65, 18, 6
65, 18, 7
65, 18, 8
65, 18, 9
65, 18, 10
65, 18, 11
65, 18, 12
65, 18, 13
65, 18, 14
65, 18, 15
65, 18, 16
65, 18, 17
65, 19, 0
65, 19, 1
65, 19, 2
65, 19, 3
65, 19, 4
65, 19, 5
65, 19, 6
65, 19, 7
65, 19, 8
65, 19, 9
65, 19, 10
65, 19, 11
65, 19, 12
65, 19, 13
65, 19, 14
65, 19, 15
65, 19, 16
65, 19, 17
65, 19, 18
65, 21, 1
65, 21, 3
65, 21, 4
65, 21, 5
65, 21, 6
65, 21, 7
65, 21, 8
65, 21, 9
65, 21, 10
65, 21, 11
65, 21, 12
65, 21, 13
65, 21, 14
65, 21, 15
65, 21, 16
65, 21, 17
65, 21, 18
65, 21, 19
65, 21, 20
65, 22, 2
65, 22, 3
65, 22, 4
65, 22, 5
65, 22, 6
65, 22, 7
65, 22, 8
65, 22, 9
65, 22, 10
65, 22, 11
65, 22, 12
65, 22, 13
65, 22, 14
65, 22, 15
65, 22, 16
65, 22, 17
65, 22, 18
65, 22, 19
65, 22, 20
65, 23, 1
65, 23, 2
65, 23, 3
65, 23, 5
65, 23, 6
65, 23, 7
65, 23, 9
65, 23, 10
65, 23, 11
65, 23, 12
65, 23, 13
65, 23, 14
65, 23, 15
65, 23, 16
65, 23, 17
65, 23, 18
65, 23, 20
65, 23, 21
65, 23, 22
65, 24, 1
65, 24, 2
65, 24, 3
65, 24, 4
65, 24, 5
65, 24, 6
65, 24, 8
65, 24, 9
65, 24, 10
65, 24, 11
65, 24, 12
65, 24, 13
65, 24, 15
65, 24, 16
65, 24, 18
65, 24, 19
65, 24, 20
65, 24, 22
65, 24, 23
65, 27, 1
65, 27, 2
65, 27, 3
65, 27, 4
65, 27, 6
65, 27, 7
65, 27, 8
65, 27, 9
65, 27, 12
65, 27, 13
65, 27, 14
65, 27, 17
65, 27, 18
65, 27, 19
65, 27, 20
65, 27, 22
65, 27, 23
65, 27, 24
65, 27, 25
65, 28, 3
65, 28, 4
65, 28, 5
65, 28, 6
65, 28, 7
65, 28, 8
65, 28, 12
65, 28, 13
65, 28, 14
65, 28, 15
65, 28, 16
65, 28, 17
65, 28, 18
65, 28, 22
65, 28, 23
65, 28, 24
65, 28, 25
65, 28, 26
65, 28, 27
65, 29, 3
65, 29, 4
65, 29, 5
65, 29, 6
65, 29, 10
65, 29, 11
65, 29, 12
65, 29, 13
65, 29, 14
65, 29, 17
65, 29, 18
65, 29, 19
65, 29, 20
65, 29, 21
65, 29, 24
65, 29, 25
65, 29, 26
65, 29, 27
65, 29, 28
65, 31, 2
65, 31, 5
65, 31, 6
65, 31, 8
65, 31, 9
65, 31, 11
65, 31, 12
65, 31, 14
65, 31, 15
65, 31, 17
65, 31, 18
65, 31, 20
65, 31, 21
65, 31, 23
65, 31, 24
65, 31, 26
65, 31, 27
65, 31, 29
65, 31, 30
65, 32, 2
65, 32, 3
65, 32, 4
65, 32, 5
65, 32, 6
65, 32, 7
65, 32, 8
65, 32, 9
65, 32, 10
65, 32, 11
65, 32, 12
65, 32, 13
65, 32, 14
65, 32, 15
65, 32, 16
65, 32, 17
65, 32, 18
65, 32, 19
65, 32, 20
65, 33, 13
65, 33, 14
65, 33, 15
65, 33, 16
65, 33, 17
65, 33, 18
65, 33, 19
65, 33, 20
65, 33, 21
65, 33, 22
65, 33, 23
65, 33, 24
65, 33, 25
65, 33, 26
65, 33, 27
65, 33, 28
65, 33, 29
65, 33, 30
65, 33, 31
65, 34, 1
65, 34, 4
65, 34, 7
65, 34, 8
65, 34, 10
65, 34, 11
65, 34, 13
65, 34, 14
65, 34, 16
65, 34, 17
65, 34, 19
65, 34, 20
65, 34, 22
65, 34, 23
65, 34, 25
65, 34, 26
65, 34, 28
65, 34, 29
65, 34, 32
65, 36, 1
65, 36, 2
65, 36, 3
65, 36, 4
65, 36, 8
65, 36, 9
65, 36, 10
65, 36, 11
65, 36, 15
65, 36, 16
65, 36, 17
65, 36, 18
65, 36, 22
65, 36, 23
65, 36, 24
65, 36, 25
65, 36, 30
65, 36, 31
65, 36, 32
65, 37, 1
65, 37, 2
65, 37, 3
65, 37, 4
65, 37, 5
65, 37, 10
65, 37, 11
65, 37, 12
65, 37, 13
65, 37, 14
65, 37, 19
65, 37, 20
65, 37, 21
65, 37, 22
65, 37, 23
65, 37, 29
65, 37, 30
65, 37, 31
65, 37, 32
65, 38, 3
65, 38, 4
65, 38, 5
65, 38, 8
65, 38, 9
65, 38, 10
65, 38, 14
65, 38, 15
65, 38, 16
65, 38, 19
65, 38, 20
65, 38, 21
65, 38, 25
65, 38, 26
65, 38, 30
65, 38, 31
65, 38, 32
65, 38, 36
65, 38, 37
65, 41, 1
65, 41, 4
65, 41, 5
65, 41, 7
65, 41, 8
65, 41, 11
65, 41, 14
65, 41, 15
65, 41, 18
65, 41, 21
65, 41, 22
65, 41, 25
65, 41, 28
65, 41, 29
65, 41, 31
65, 41, 32
65, 41, 35
65, 41, 38
65, 41, 39
65, 42, 1
65, 42, 4
65, 42, 5
65, 42, 8
65, 42, 9
65, 42, 12
65, 42, 13
65, 42, 16
65, 42, 17
65, 42, 20
65, 42, 24
65, 42, 27
65, 42, 28
65, 42, 31
65, 42, 32
65, 42, 35
65, 42, 36
65, 42, 39
65, 42, 40
65, 43, 1
65, 43, 2
65, 43, 3
65, 43, 4
65, 43, 5
65, 43, 6
65, 43, 7
65, 43, 8
65, 43, 9
65, 43, 10
65, 43, 23
65, 43, 24
65, 43, 25
65, 43, 26
65, 43, 27
65, 43, 28
65, 43, 29
65, 43, 30
65, 43, 31
65, 44, 3
65, 44, 5
65, 44, 7
65, 44, 9
65, 44, 11
65, 44, 13
65, 44, 15
65, 44, 17
65, 44, 19
65, 44, 24
65, 44, 26
65, 44, 28
65, 44, 30
65, 44, 32
65, 44, 34
65, 44, 36
65, 44, 38
65, 44, 40
65, 44, 42
65, 46, 1
65, 46, 3
65, 46, 6
65, 46, 9
65, 46, 11
65, 46, 12
65, 46, 14
65, 46, 17
65, 46, 20
65, 46, 22
65, 46, 25
65, 46, 28
65, 46, 30
65, 46, 33
65, 46, 36
65, 46, 38
65, 46, 39
65, 46, 41
65, 46, 44
65, 47, 3
65, 47, 6
65, 47, 7
65, 47, 10
65, 47, 13
65, 47, 14
65, 47, 17
65, 47, 21
65, 47, 24
65, 47, 25
65, 47, 28
65, 47, 31
65, 47, 32
65, 47, 35
65, 47, 36
65, 47, 39
65, 47, 42
65, 47, 43
65, 47, 46
65, 48, 1
65, 48, 3
65, 48, 4
65, 48, 6
65, 48, 9
65, 48, 12
65, 48, 15
65, 48, 18
65, 48, 20
65, 48, 23
65, 48, 26
65, 48, 29
65, 48, 32
65, 48, 34
65, 48, 35
65, 48, 37
65, 48, 40
65, 48, 43
65, 48, 46
65, 49, 10
65, 49, 11
65, 49, 12
65, 49, 13
65, 49, 14
65, 49, 15
65, 49, 26
65, 49, 27
65, 49, 28
65, 49, 29
65, 49, 30
65, 49, 31
65, 49, 32
65, 49, 43
65, 49, 44
65, 49, 45
65, 49, 46
65, 49, 47
65, 49, 48
65, 51, 1
65, 51, 5
65, 51, 6
65, 51, 10
65, 51, 11
65, 51, 15
65, 51, 19
65, 51, 20
65, 51, 24
65, 51, 25
65, 51, 28
65, 51, 29
65, 51, 33
65, 51, 34
65, 51, 38
65, 51, 42
65, 51, 43
65, 51, 47
65, 51, 48
65, 53, 2
65, 53, 4
65, 53, 7
65, 53, 9
65, 53, 14
65, 53, 16
65, 53, 19
65, 53, 21
65, 53, 24
65, 53, 26
65, 53, 28
65, 53, 31
65, 53, 33
65, 53, 36
65, 53, 38
65, 53, 43
65, 53, 45
65, 53, 48
65, 53, 50
65, 54, 1
65, 54, 2
65, 54, 3
65, 54, 4
65, 54, 12
65, 54, 13
65, 54, 14
65, 54, 22
65, 54, 23
65, 54, 24
65, 54, 25
65, 54, 33
65, 54, 34
65, 54, 35
65, 54, 36
65, 54, 44
65, 54, 45
65, 54, 46
65, 54, 47
65, 56, 3
65, 56, 5
65, 56, 7
65, 56, 12
65, 56, 14
65, 56, 16
65, 56, 18
65, 56, 23
65, 56, 25
65, 56, 27
65, 56, 32
65, 56, 34
65, 56, 36
65, 56, 41
65, 56, 43
65, 56, 45
65, 56, 50
65, 56, 52
65, 56, 54
65, 57, 6
65, 57, 7
65, 57, 14
65, 57, 15
65, 57, 16
65, 57, 22
65, 57, 23
65, 57, 24
65, 57, 30
65, 57, 31
65, 57, 32
65, 57, 38
65, 57, 39
65, 57, 40
65, 57, 46
65, 57, 47
65, 57, 48
65, 57, 55
65, 57, 56
65, 58, 3
65, 58, 5
65, 58, 10
65, 58, 12
65, 58, 14
65, 58, 17
65, 58, 19
65, 58, 21
65, 58, 24
65, 58, 26
65, 58, 28
65, 58, 33
65, 58, 35
65, 58, 40
65, 58, 42
65, 58, 47
65, 58, 49
65, 58, 54
65, 58, 56
65, 59, 1
65, 59, 2
65, 59, 7
65, 59, 12
65, 59, 13
65, 59, 18
65, 59, 19
65, 59, 24
65, 59, 25
65, 59, 30
65, 59, 31
65, 59, 36
65, 59, 37
65, 59, 42
65, 59, 43
65, 59, 48
65, 59, 49
65, 59, 54
65, 59, 55
65, 61, 3
65, 61, 7
65, 61, 8
65, 61, 11
65, 61, 12
65, 61, 15
65, 61, 16
65, 61, 19
65, 61, 20
65, 61, 24
65, 61, 28
65, 61, 32
65, 61, 36
65, 61, 40
65, 61, 44
65, 61, 48
65, 61, 52
65, 61, 56
65, 61, 60
65, 62, 6
65, 62, 9
65, 62, 12
65, 62, 15
65, 62, 18
65, 62, 21
65, 62, 24
65, 62, 27
65, 62, 30
65, 62, 33
65, 62, 36
65, 62, 39
65, 62, 42
65, 62, 45
65, 62, 48
65, 62, 51
65, 62, 54
65, 62, 57
65, 62, 60
65, 63, 4
65, 63, 6
65, 63, 8
65, 63, 10
65, 63, 12
65, 63, 14
65, 63, 16
65, 63, 18
65, 63, 20
65, 63, 22
65, 63, 24
65, 63, 26
65, 63, 28
65, 63, 30
65, 63, 32
65, 63, 34
65, 63, 36
65, 63, 38
65, 63, 40
65, 64, 2
65, 64, 3
65, 64, 4
65, 64, 5
65, 64, 6
65, 64, 7
65, 64, 8
65, 64, 9
65, 64, 10
65, 64, 11
65, 64, 12
65, 64, 13
65, 64, 14
65, 64, 15
65, 64, 16
65, 64, 17
65, 64, 18
65, 64, 19
65, 64, 20
65, 66, 46
65, 66, 47
65, 66, 48
65, 66, 49
65, 66, 50
65, 66, 51
65, 66, 52
65, 66, 53
65, 66, 54
65, 66, 55
65, 66, 56
65, 66, 57
65, 66, 58
65, 66, 59
65, 66, 60
65, 66, 61
65, 66, 62
65, 66, 63
65, 66, 64
65, 67, 27
65, 67, 29
65, 67, 31
65, 67, 33
65, 67, 35
65, 67, 37
65, 67, 39
65, 67, 41
65, 67, 43
65, 67, 45
65, 67, 47
65, 67, 49
65, 67, 51
65, 67, 53
65, 67, 55
65, 67, 57
65, 67, 59
65, 67, 61
65, 67, 63
65, 68, 8
65, 68, 11
65, 68, 14
65, 68, 17
65, 68, 20
65, 68, 23
65, 68, 26
65, 68, 29
65, 68, 32
65, 68, 35
65, 68, 38
65, 68, 41
65, 68, 44
65, 68, 47
65, 68, 50
65, 68, 53
65, 68, 56
65, 68, 59
65, 68, 62
65, 69, 1
65, 69, 5
65, 69, 9
65, 69, 13
65, 69, 17
65, 69, 21
65, 69, 25
65, 69, 29
65, 69, 33
65, 69, 37
65, 69, 41
65, 69, 45
65, 69, 49
65, 69, 53
65, 69, 57
65, 69, 58
65, 69, 61
65, 69, 62
65, 69, 66
65, 71, 5
65, 71, 11
65, 71, 17
65, 71, 22
65, 71, 23
65, 71, 28
65, 71, 29
65, 71, 34
65, 71, 35
65, 71, 40
65, 71, 41
65, 71, 46
65, 71, 47
65, 71, 52
65, 71, 53
65, 71, 58
65, 71, 59
65, 71, 64
65, 71, 70
65, 72, 2
65, 72, 4
65, 72, 9
65, 72, 11
65, 72, 16
65, 72, 18
65, 72, 23
65, 72, 25
65, 72, 30
65, 72, 32
65, 72, 37
65, 72, 39
65, 72, 44
65, 72, 46
65, 72, 51
65, 72, 53
65, 72, 58
65, 72, 60
65, 72, 67
65, 73, 1
65, 73, 2
65, 73, 9
65, 73, 10
65, 73, 17
65, 73, 18
65, 73, 25
65, 73, 26
65, 73, 33
65, 73, 34
65, 73, 41
65, 73, 42
65, 73, 49
65, 73, 50
65, 73, 57
65, 73, 58
65, 73, 59
65, 73, 66
65, 73, 67
65, 74, 2
65, 74, 4
65, 74, 11
65, 74, 13
65, 74, 20
65, 74, 22
65, 74, 29
65, 74, 31
65, 74, 38
65, 74, 40
65, 74, 42
65, 74, 47
65, 74, 49
65, 74, 51
65, 74, 56
65, 74, 58
65, 74, 60
65, 74, 67
65, 74, 69
65, 76, 8
65, 76, 9
65, 76, 10
65, 76, 19
65, 76, 20
65, 76, 21
65, 76, 30
65, 76, 31
65, 76, 32
65, 76, 41
65, 76, 42
65, 76, 43
65, 76, 52
65, 76, 53
65, 76, 54
65, 76, 63
65, 76, 64
65, 76, 74
65, 76, 75
65, 77, 3
65, 77, 5
65, 77, 10
65, 77, 15
65, 77, 17
65, 77, 22
65, 77, 27
65, 77, 29
65, 77, 34
65, 77, 39
65, 77, 41
65, 77, 46
65, 77, 51
65, 77, 53
65, 77, 58
65, 77, 63
65, 77, 68
65, 77, 70
65, 77, 75
65, 79, 4
65, 79, 9
65, 79, 13
65, 79, 18
65, 79, 23
65, 79, 27
65, 79, 32
65, 79, 36
65, 79, 37
65, 79, 41
65, 79, 46
65, 79, 50
65, 79, 51
65, 79, 55
65, 79, 60
65, 79, 64
65, 79, 69
65, 79, 74
65, 79, 78
65, 81, 1
65, 81, 2
65, 81, 3
65, 81, 4
65, 81, 17
65, 81, 18
65, 81, 19
65, 81, 20
65, 81, 33
65, 81, 34
65, 81, 35
65, 81, 36
65, 81, 49
65, 81, 50
65, 81, 51
65, 81, 52
65, 81, 66
65, 81, 67
65, 81, 68
65, 82, 5
65, 82, 8
65, 82, 11
65, 82, 14
65, 82, 22
65, 82, 25
65, 82, 28
65, 82, 31
65, 82, 39
65, 82, 42
65, 82, 45
65, 82, 48
65, 82, 56
65, 82, 59
65, 82, 62
65, 82, 70
65, 82, 73
65, 82, 76
65, 82, 79
65, 83, 4
65, 83, 8
65, 83, 11
65, 83, 15
65, 83, 22
65, 83, 26
65, 83, 29
65, 83, 33
65, 83, 40
65, 83, 44
65, 83, 47
65, 83, 51
65, 83, 55
65, 83, 58
65, 83, 62
65, 83, 69
65, 83, 73
65, 83, 76
65, 83, 80
65, 84, 5
65, 84, 8
65, 84, 13
65, 84, 16
65, 84, 24
65, 84, 27
65, 84, 32
65, 84, 35
65, 84, 40
65, 84, 43
65, 84, 46
65, 84, 51
65, 84, 54
65, 84, 59
65, 84, 62
65, 84, 70
65, 84, 73
65, 84, 78
65, 84, 81
65, 86, 2
65, 86, 4
65, 86, 6
65, 86, 8
65, 86, 10
65, 86, 23
65, 86, 25
65, 86, 27
65, 86, 29
65, 86, 31
65, 86, 44
65, 86, 46
65, 86, 48
65, 86, 50
65, 86, 52
65, 86, 67
65, 86, 69
65, 86, 71
65, 86, 73
65, 87, 17
65, 87, 18
65, 87, 19
65, 87, 20
65, 87, 21
65, 87, 39
65, 87, 40
65, 87, 41
65, 87, 42
65, 87, 43
65, 87, 61
65, 87, 62
65, 87, 63
65, 87, 64
65, 87, 82
65, 87, 83
65, 87, 84
65, 87, 85
65, 87, 86
65, 88, 3
65, 88, 7
65, 88, 11
65, 88, 15
65, 88, 19
65, 88, 26
65, 88, 30
65, 88, 34
65, 88, 38
65, 88, 42
65, 88, 49
65, 88, 53
65, 88, 57
65, 88, 61
65, 88, 68
65, 88, 72
65, 88, 76
65, 88, 80
65, 88, 84
65, 89, 3
65, 89, 10
65, 89, 13
65, 89, 17
65, 89, 20
65, 89, 27
65, 89, 34
65, 89, 37
65, 89, 41
65, 89, 44
65, 89, 51
65, 89, 54
65, 89, 58
65, 89, 61
65, 89, 68
65, 89, 75
65, 89, 78
65, 89, 82
65, 89, 85
65, 92, 1
65, 92, 6
65, 92, 11
65, 92, 12
65, 92, 17
65, 92, 22
65, 92, 28
65, 92, 33
65, 92, 38
65, 92, 39
65, 92, 44
65, 92, 49
65, 92, 55
65, 92, 60
65, 92, 66
65, 92, 71
65, 92, 76
65, 92, 82
65, 92, 87
65, 93, 8
65, 93, 9
65, 93, 17
65, 93, 18
65, 93, 26
65, 93, 27
65, 93, 36
65, 93, 37
65, 93, 45
65, 93, 46
65, 93, 54
65, 93, 55
65, 93, 64
65, 93, 73
65, 93, 74
65, 93, 82
65, 93, 83
65, 93, 91
65, 93, 92
65, 94, 6
65, 94, 7
65, 94, 13
65, 94, 14
65, 94, 21
65, 94, 28
65, 94, 35
65, 94, 36
65, 94, 42
65, 94, 43
65, 94, 50
65, 94, 57
65, 94, 64
65, 94, 71
65, 94, 72
65, 94, 78
65, 94, 79
65, 94, 86
65, 94, 93
65, 96, 3
65, 96, 6
65, 96, 9
65, 96, 12
65, 96, 15
65, 96, 18
65, 96, 34
65, 96, 37
65, 96, 40
65, 96, 43
65, 96, 46
65, 96, 49
65, 96, 52
65, 96, 68
65, 96, 71
65, 96, 74
65, 96, 77
65, 96, 80
65, 96, 83
65, 97, 1
65, 97, 2
65, 97, 3
65, 97, 4
65, 97, 5
65, 97, 6
65, 97, 33
65, 97, 34
65, 97, 35
65, 97, 36
65, 97, 37
65, 97, 38
65, 97, 39
65, 97, 66
65, 97, 67
65, 97, 68
65, 97, 69
65, 97, 70
65, 97, 71
65, 98, 26
65, 98, 27
65, 98, 28
65, 98, 29
65, 98, 30
65, 98, 31
65, 98, 32
65, 98, 59
65, 98, 60
65, 98, 61
65, 98, 62
65, 98, 63
65, 98, 64
65, 98, 92
65, 98, 93
65, 98, 94
65, 98, 95
65, 98, 96
65, 98, 97
65, 99, 13
65, 99, 16
65, 99, 19
65, 99, 22
65, 99, 25
65, 99, 28
65, 99, 31
65, 99, 47
65, 99, 50
65, 99, 53
65, 99, 56
65, 99, 59
65, 99, 62
65, 99, 81
65, 99, 84
65, 99, 87
65, 99, 90
65, 99, 93
65, 99, 96
66, 1, 0
66, 5, 0
66, 5, 1
66, 5, 2
66, 5, 3
66, 5, 4
66, 7, 0
66, 7, 1
66, 7, 2
66, 7, 3
66, 7, 4
66, 7, 5
66, 7, 6
66, 13, 0
66, 13, 1
66, 13, 2
66, 13, 3
66, 13, 4
66, 13, 5
66, 13, 6
66, 13, 7
66, 13, 8
66, 13, 9
66, 13, 10
66, 13, 11
66, 13, 12
66, 17, 0
66, 17, 1
66, 17, 2
66, 17, 3
66, 17, 4
66, 17, 5
66, 17, 6
66, 17, 7
66, 17, 8
66, 17, 9
66, 17, 10
66, 17, 11
66, 17, 12
66, 17, 13
66, 17, 14
66, 17, 15
66, 17, 16
66, 19, 0
66, 19, 1
66, 19, 2
66, 19, 3
66, 19, 4
66, 19, 5
66, 19, 6
66, 19, 7
66, 19, 8
66, 19, 9
66, 19, 10
66, 19, 11
66, 19, 12
66, 19, 13
66, 19, 14
66, 19, 15
66, 19, 16
66, 19, 17
66, 19, 18
66, 23, 1
66, 23, 2
66, 23, 4
66, 23, 5
66, 23, 7
66, 23, 8
66, 23, 9
66, 23, 10
66, 23, 11
66, 23, 12
66, 23, 13
66, 23, 14
66, 23, 15
66, 23, 16
66, 23, 17
66, 23, 18
66, 23, 19
66, 23, 21
66, 23, 22
66, 25, 1
66, 25, 3
66, 25, 4
66, 25, 5
66, 25, 6
66, 25, 7
66, 25, 8
66, 25, 10
66, 25, 12
66, 25, 13
66, 25, 14
66, 25, 15
66, 25, 17
66, 25, 19
66, 25, 20
66, 25, 21
66, 25, 22
66, 25, 23
66, 25, 24
66, 29, 1
66, 29, 3
66, 29, 4
66, 29, 6
66, 29, 7
66, 29, 9
66, 29, 11
66, 29, 12
66, 29, 14
66, 29, 15
66, 29, 16
66, 29, 17
66, 29, 19
66, 29, 20
66, 29, 22
66, 29, 24
66, 29, 25
66, 29, 27
66, 29, 28
66, 31, 1
66, 31, 2
66, 31, 5
66, 31, 6
66, 31, 8
66, 31, 9
66, 31, 10
66, 31, 12
66, 31, 13
66, 31, 14
66, 31, 16
66, 31, 17
66, 31, 18
66, 31, 20
66, 31, 21
66, 31, 24
66, 31, 25
66, 31, 28
66, 31, 29
66, 35, 2
66, 35, 3
66, 35, 6
66, 35, 7
66, 35, 10
66, 35, 11
66, 35, 14
66, 35, 15
66, 35, 18
66, 35, 19
66, 35, 22
66, 35, 23
66, 35, 25
66, 35, 26
66, 35, 27
66, 35, 29
66, 35, 30
66, 35, 33
66, 35, 34
66, 37, 2
66, 37, 4
66, 37, 5
66, 37, 7
66, 37, 10
66, 37, 12
66, 37, 13
66, 37, 15
66, 37, 18
66, 37, 20
66, 37, 21
66, 37, 23
66, 37, 25
66, 37, 26
66, 37, 28
66, 37, 31
66, 37, 33
66, 37, 34
66, 37, 36
66, 41, 2
66, 41, 4
66, 41, 6
66, 41, 8
66, 41, 9
66, 41, 11
66, 41, 13
66, 41, 15
66, 41, 18
66, 41, 20
66, 41, 22
66, 41, 24
66, 41, 27
66, 41, 29
66, 41, 31
66, 41, 34
66, 41, 36
66, 41, 38
66, 41, 40
66, 43, 1
66, 43, 3
66, 43, 4
66, 43, 6
66, 43, 7
66, 43, 9
66, 43, 12
66, 43, 15
66, 43, 18
66, 43, 21
66, 43, 24
66, 43, 26
66, 43, 27
66, 43, 29
66, 43, 30
66, 43, 32
66, 43, 35
66, 43, 38
66, 43, 41
66, 47, 1
66, 47, 2
66, 47, 3
66, 47, 4
66, 47, 10
66, 47, 11
66, 47, 12
66, 47, 13
66, 47, 20
66, 47, 21
66, 47, 22
66, 47, 29
66, 47, 30
66, 47, 31
66, 47, 32
66, 47, 38
66, 47, 39
66, 47, 40
66, 47, 41
66, 49, 2
66, 49, 4
66, 49, 6
66, 49, 8
66, 49, 10
66, 49, 12
66, 49, 19
66, 49, 21
66, 49, 23
66, 49, 25
66, 49, 27
66, 49, 29
66, 49, 34
66, 49, 36
66, 49, 38
66, 49, 40
66, 49, 42
66, 49, 44
66, 49, 46
66, 53, 9
66, 53, 10
66, 53, 11
66, 53, 12
66, 53, 22
66, 53, 23
66, 53, 24
66, 53, 25
66, 53, 26
66, 53, 35
66, 53, 36
66, 53, 37
66, 53, 38
66, 53, 39
66, 53, 48
66, 53, 49
66, 53, 50
66, 53, 51
66, 53, 52
66, 59, 1
66, 59, 4
66, 59, 8
66, 59, 11
66, 59, 14
66, 59, 15
66, 59, 18
66, 59, 21
66, 59, 22
66, 59, 25
66, 59, 28
66, 59, 32
66, 59, 35
66, 59, 39
66, 59, 42
66, 59, 46
66, 59, 49
66, 59, 53
66, 59, 56
66, 61, 4
66, 61, 9
66, 61, 10
66, 61, 14
66, 61, 15
66, 61, 19
66, 61, 20
66, 61, 24
66, 61, 25
66, 61, 29
66, 61, 30
66, 61, 34
66, 61, 35
66, 61, 39
66, 61, 40
66, 61, 45
66, 61, 50
66, 61, 55
66, 61, 60
66, 65, 2
66, 65, 3
66, 65, 4
66, 65, 5
66, 65, 6
66, 65, 7
66, 65, 8
66, 65, 9
66, 65, 10
66, 65, 11
66, 65, 12
66, 65, 13
66, 65, 14
66, 65, 15
66, 65, 16
66, 65, 17
66, 65, 18
66, 65, 19
66, 65, 20
66, 67, 47
66, 67, 48
66, 67, 49
66, 67, 50
66, 67, 51
66, 67, 52
66, 67, 53
66, 67, 54
66, 67, 55
66, 67, 56
66, 67, 57
66, 67, 58
66, 67, 59
66, 67, 60
66, 67, 61
66, 67, 62
66, 67, 63
66, 67, 64
66, 67, 65
66, 71, 1
66, 71, 6
66, 71, 11
66, 71, 16
66, 71, 21
66, 71, 26
66, 71, 31
66, 71, 36
66, 71, 41
66, 71, 42
66, 71, 46
66, 71, 47
66, 71, 51
66, 71, 52
66, 71, 56
66, 71, 57
66, 71, 61
66, 71, 62
66, 71, 67
66, 73, 3
66, 73, 6
66, 73, 10
66, 73, 13
66, 73, 17
66, 73, 20
66, 73, 24
66, 73, 27
66, 73, 31
66, 73, 34
66, 73, 38
66, 73, 41
66, 73, 45
66, 73, 48
66, 73, 52
66, 73, 55
66, 73, 59
66, 73, 62
66, 73, 69
66, 79, 1
66, 79, 2
66, 79, 3
66, 79, 14
66, 79, 15
66, 79, 16
66, 79, 27
66, 79, 28
66, 79, 29
66, 79, 40
66, 79, 41
66, 79, 42
66, 79, 53
66, 79, 54
66, 79, 55
66, 79, 56
66, 79, 67
66, 79, 68
66, 79, 69
66, 83, 9
66, 83, 11
66, 83, 13
66, 83, 15
66, 83, 26
66, 83, 28
66, 83, 30
66, 83, 32
66, 83, 43
66, 83, 45
66, 83, 47
66, 83, 49
66, 83, 60
66, 83, 62
66, 83, 64
66, 83, 75
66, 83, 77
66, 83, 79
66, 83, 81
66, 85, 8
66, 85, 9
66, 85, 17
66, 85, 18
66, 85, 27
66, 85, 28
66, 85, 36
66, 85, 37
66, 85, 45
66, 85, 46
66, 85, 47
66, 85, 55
66, 85, 56
66, 85, 64
66, 85, 65
66, 85, 74
66, 85, 75
66, 85, 83
66, 85, 84
66, 89, 8
66, 89, 11
66, 89, 14
66, 89, 17
